protocol,contrast,metric,baseline,candidate,effect,ci95_low,ci95_high,status,paired_seed_count,valid_bootstrap,bootstrap_repetitions,effect_direction
loco_plateau,graph_vs_capacity_matched,final_MAE,capacity_matched_deepsets,gnn,0.0011163561704378685,-0.0007850789021953805,0.00386389856525127,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_plateau,graph_vs_capacity_matched,final_bias,capacity_matched_deepsets,gnn,0.0011770495258778043,-0.0011623023976617063,0.004377372330777996,ESTIMATED,5,1000,1000,Neither sign of a signed-bias change is automatically better
loco_plateau,graph_vs_capacity_matched,time_average_MAE,capacity_matched_deepsets,gnn,0.0004610896731717879,-0.0005510508562083944,0.0013844405655880293,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_plateau,graph_vs_capacity_matched,time_average_bias,capacity_matched_deepsets,gnn,0.0007171777794650002,-0.0009417797831327218,0.002297745429307928,ESTIMATED,5,1000,1000,Neither sign of a signed-bias change is automatically better
loco_plateau,graph_vs_capacity_matched,q0.8_recall,capacity_matched_deepsets,gnn,0.0,0.0,0.0,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_plateau,graph_vs_capacity_matched,q0.8_false_positive_rate,capacity_matched_deepsets,gnn,,,,NOT_ESTIMABLE_ON_ALL_PAIRED_SEEDS,5,0,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_plateau,graph_vs_capacity_matched,q0.8_balanced_accuracy,capacity_matched_deepsets,gnn,,,,NOT_ESTIMABLE_ON_ALL_PAIRED_SEEDS,5,0,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_plateau,graph_vs_capacity_matched,q0.8_conditional_timing_MAE_s,capacity_matched_deepsets,gnn,-1.1650485436893199,-3.8475728155339803,1.2815533980582519,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_plateau,graph_vs_capacity_matched,q0.8_conditional_timing_median_abs_s,capacity_matched_deepsets,gnn,0.0,0.0,0.0,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_plateau,graph_vs_capacity_matched,q0.8_conditional_timing_bias_s,capacity_matched_deepsets,gnn,-0.9320388349514563,-4.194174757281553,1.8669902912621335,ESTIMATED,5,1000,1000,Neither sign of a signed-bias change is automatically better
